2017,0.108477936313
2018,0.176484712063
43,0.259750671079
9000,0.130851610726
三民,0.287452316191
京城,0.143726158095
個案,0.113482204984
全市,0.143726158095
公開,0.100248061894
反彈,0.118517430012
大樓,0.196997593239
小宅,0.121150349184
左營,0.287452316191
建商,0.188716258418
成長,0.103162374017
戶數,0.130851610726
房市,0.179426912517
指標,0.11756828774
採訪,0.122949924262
推案,0.102964913253
換宅,0.143726158095
攝影,0.106436085318
景氣,0.128951858435
棟數,0.134167827646
熱絡,0.116236691685
當道,0.135433604098
看好,0.107683366732
移轉,0.118036266763
聯上,0.141714404316
自住,0.127242416368
興富發,0.138286915564
葉家銘,0.143726158095
谷底,0.143726158095
買氣,0.107683366732
近萬,0.261703221451
遍地,0.132989417961
郡威,0.141714404316
開花,0.132989417961
陸續,0.122328758869
需求,0.115403347591
預售,0.11460877801
首購,0.109598348775
